Date/Time(UTC), Geomagnetic Activity
1548150706,42.431
1548150721,42.474
1548150736,42.474
1548150751,42.474
1548150766,42.335
1548150782,42.335
1548150797,42.489
1548150812,42.489
1548150827,42.489
1548150842,42.292
1548150857,42.146
1548150872,42.000
1548150887,42.000
1548150902,42.054
1548150917,42.099
1548150932,42.054
1548150947,41.981
1548150963,41.981
1548150978,41.999
1548150993,41.999
1548151008,42.093
1548151023,42.093
1548151038,42.093
1548151053,42.386
1548151068,42.162
1548151083,42.275
1548151098,42.275
1548151113,42.338
1548151128,42.338
1548151143,42.193
1548151158,42.193
1548151174,42.193
1548151189,42.151
1548151204,42.151
1548151219,42.236
1548151234,42.236
1548151249,42.226
1548151264,42.090
1548151279,42.153
1548151294,42.112
1548151309,42.153
1548151324,42.175
1548151339,42.175
1548151354,42.143
1548151370,42.051
1548151385,42.051
1548151400,42.056
1548151415,42.093
1548151430,42.093
1548151445,42.182
1548151460,42.182
1548151475,42.081
1548151490,42.068
1548151505,42.081
1548151520,42.243
1548151535,42.275
1548151551,42.275
1548151566,42.043
1548151581,42.043
1548151596,42.089
1548151611,42.174
1548151626,42.089
1548151641,42.237
1548151656,42.237
1548151671,42.244
1548151686,42.244
1548151701,42.244
1548151716,42.417
1548151731,42.417
1548151747,42.296
1548151762,42.296
1548151777,42.296
1548151792,42.267
1548151807,42.236
1548151822,42.169
1548151837,42.236
1548151852,42.179
1548151867,42.192
1548151882,42.179
1548151897,41.881
1548151912,41.819
1548151928,41.819
1548151943,42.040
1548151958,42.228
1548151973,42.229
1548151988,42.292
1548152003,42.282
1548152018,42.342
1548152033,42.362
1548152048,42.410
1548152063,42.500
1548152078,42.500
1548152093,42.326
1548152108,42.326
1548152124,42.406
1548152139,42.528
1548152154,42.528
1548152169,42.576
1548152184,42.576
1548152199,42.658
1548152214,42.686
1548152229,42.804
1548152244,42.814
1548152259,42.804
1548152274,42.743
1548152289,42.743
1548152304,42.743
1548152320,42.667
1548152335,42.667
1548152350,42.694
1548152365,42.694
1548152380,42.694
1548152395,42.739
1548152410,42.739
1548152425,42.760
1548152440,42.760
1548152455,42.937
1548152470,42.937
1548152485,42.846
1548152501,42.846
1548152516,42.846
1548152531,43.079
1548152546,42.961
1548152561,43.079
1548152576,43.081
1548152591,43.081
1548152606,43.081
1548152621,43.050
1548152636,43.058
1548152651,43.058
1548152666,43.133
1548152681,43.133
1548152697,43.144
1548152712,43.007
1548152727,43.190
1548152742,43.194
1548152757,43.194
1548152772,43.194
1548152787,43.124
1548152802,43.231
1548152817,43.146
1548152832,43.231
1548152847,43.308
1548152862,43.308
1548152878,43.308
1548152893,43.349
1548152908,43.358
1548152923,43.349
1548152938,43.454
1548152953,43.568
1548152968,43.568
1548152983,43.568
1548152998,43.550
1548153013,43.621
1548153028,43.550
1548153043,43.583
1548153058,43.583
1548153074,43.583
1548153089,43.453
1548153104,43.453
1548153119,43.469
1548153134,43.469
1548153149,43.469
1548153164,43.506
1548153179,43.676
1548153194,43.756
1548153209,43.756
1548153224,43.737
1548153239,43.731
1548153254,43.737
1548153270,43.731
1548153285,43.769
1548153300,43.758
1548153315,43.758
1548153330,43.758
1548153345,43.764
1548153360,43.781
1548153375,43.764
1548153390,43.721
1548153405,43.721
1548153420,43.672
1548153435,43.764
1548153451,43.872
1548153466,43.872
1548153481,43.899
1548153496,43.899
1548153511,43.933
1548153526,44.157
1548153541,44.157
1548153556,44.169
1548153571,44.267
1548153586,44.267
1548153601,44.232
1548153616,44.232
1548153631,44.390
1548153647,44.390
1548153662,44.376
1548153677,44.376
1548153692,44.464
1548153707,44.493
1548153722,44.464
1548153737,44.472
1548153752,44.378
1548153767,44.464
1548153782,44.464
1548153797,44.464
1548153812,44.289
1548153828,44.289
1548153843,44.315
1548153858,44.378
1548153873,44.354
1548153888,44.442
1548153903,44.408
1548153918,44.408
1548153933,44.408
1548153948,44.618
1548153963,44.618
1548153978,44.611
1548153993,44.604
1548154008,44.611
1548154024,44.693
1548154039,44.693
1548154054,44.681
1548154069,44.681
1548154084,44.681
1548154099,44.682
1548154114,44.754
1548154129,44.881
1548154144,44.881
1548154159,44.737
1548154174,44.710
1548154189,44.707
1548154204,44.651
1548154220,44.517
1548154235,44.517
1548154250,44.539
1548154265,44.539
1548154280,44.556
1548154295,44.361
1548154310,44.361
1548154325,44.307
1548154340,44.307
1548154355,44.539
1548154370,44.539
1548154385,44.451
1548154401,44.254
1548154416,44.246
1548154431,44.110
1548154446,44.021
1548154461,44.021
1548154476,44.361
1548154491,44.361
1548154506,44.508
1548154521,44.301
1548154536,44.297
1548154551,44.278
1548154566,44.278
1548154581,44.224
1548154597,44.247
1548154612,44.247
1548154627,44.247
1548154642,44.056
1548154657,43.833
1548154672,43.651
1548154687,43.714
1548154702,43.714
1548154717,43.714
1548154732,43.667
1548154747,43.662
1548154762,43.662
1548154777,43.665
1548154793,43.665
1548154823,43.665
1548154838,43.853
1548154853,43.853
1548154868,43.853
1548154883,43.710
1548154898,43.704
1548154913,43.632
1548154928,43.632
1548154943,43.815
1548154958,43.910
1548154973,43.910
1548154989,44.019
1548155004,44.019
1548155019,44.057
1548155034,44.081
1548155049,44.099
1548155064,44.144
1548155079,44.351
1548155094,44.433
1548155109,44.726
1548155124,44.726
1548155139,44.694
1548155154,44.694
1548155170,44.751
1548155185,44.751
1548155200,44.751
1548155215,44.692
1548155230,44.787
1548155245,44.692
1548155260,44.742
1548155275,44.742
1548155290,44.761
1548155305,44.826
1548155320,44.826
1548155335,44.732
1548155350,44.732
1548155366,44.732
1548155381,44.662
1548155396,44.560
1548155411,44.381
1548155426,44.381
1548155441,44.417
1548155456,44.457
1548155471,44.476
1548155486,44.476
1548155501,44.504
1548155516,44.504
1548155531,44.528
1548155546,44.528
1548155562,44.528
1548155577,44.446
1548155592,44.446
1548155607,44.446
1548155622,44.503
1548155637,44.522
1548155652,44.508
1548155667,44.522
1548155682,44.535
1548155697,44.535
1548155712,44.478
1548155727,44.451
1548155743,44.453
1548155758,44.432
1548155773,44.432
1548155788,44.275
1548155803,44.207
1548155818,44.037
1548155833,43.950
1548155848,43.687
1548155863,43.685
1548155878,43.685
1548155893,43.685
1548155908,43.521
1548155923,43.460
1548155939,43.442
1548155954,43.362
1548155969,43.362
1548155984,43.356
1548155999,43.356
1548156014,43.356
1548156029,43.333
1548156044,43.178
1548156059,43.231
1548156074,43.131
1548156089,43.231
1548156104,43.182
1548156120,43.182
1548156135,43.112
1548156150,43.078
1548156165,43.078
1548156180,42.879
1548156195,42.879
1548156210,42.921
1548156225,42.960
1548156240,42.960
1548156255,43.035
1548156270,43.274
1548156285,43.274
1548156300,43.101
1548156316,43.101
1548156331,43.246
1548156346,43.246
1548156361,43.246
1548156376,43.203
1548156391,43.229
1548156406,43.200
1548156421,43.200
1548156436,43.018
1548156451,43.018
1548156466,43.076
1548156481,43.076
1548156496,43.028
1548156512,42.978
1548156527,42.978
1548156542,42.885
1548156557,42.885
1548156572,42.957
1548156587,42.963
1548156602,42.963
1548156617,42.963
1548156632,42.921
1548156647,42.921
1548156662,43.033
1548156677,43.037
1548156693,43.168
1548156708,43.232
1548156723,43.322
1548156738,43.232
1548156753,43.274
1548156768,43.274
1548156783,43.460
1548156798,43.460
1548156813,43.460
1548156828,43.479
1548156843,43.692
1548156858,43.775
1548156873,43.818
1548156889,43.865
1548156904,43.865
1548156919,43.758
1548156934,43.758
1548156949,43.758
1548156964,43.789
1548156979,43.782
1548156994,43.782
1548157009,43.750
1548157024,43.599
1548157039,43.558
1548157054,43.447
1548157070,43.431
1548157085,43.431
1548157100,43.511
1548157115,43.589
1548157130,43.701
1548157145,43.768
1548157160,43.701
1548157175,43.713
1548157190,43.643
1548157205,43.643
1548157220,43.517
1548157235,43.517
1548157250,43.625
1548157266,43.625
1548157281,43.471
1548157296,43.471
1548157311,43.651
1548157326,43.651
1548157341,43.651
1548157356,43.604
1548157371,43.568
1548157386,43.568
1548157401,43.585
1548157416,43.635
1548157431,43.635
1548157446,43.635
1548157462,43.707
1548157477,43.707
1548157492,43.617
1548157507,43.617
1548157522,43.840
1548157537,43.876
1548157552,43.840
1548157567,43.757
1548157582,43.686
1548157597,43.660
1548157612,43.576
1548157627,43.436
1548157643,43.358
1548157658,43.358
1548157673,43.233
1548157688,43.218
1548157703,43.218
1548157718,43.217
1548157733,43.208
1548157748,43.203
1548157763,43.151
1548157778,43.151
1548157793,43.361
1548157808,43.361
1548157823,43.362
1548157839,43.397
1548157854,43.414
1548157869,43.414
1548157884,43.414
1548157899,43.331
1548157914,43.331
1548157929,43.487
1548157944,43.508
1548157959,43.508
1548157974,43.581
1548157989,43.657
1548158004,43.687
1548158019,43.700
1548158035,43.687
1548158050,43.690
1548158065,43.515
1548158080,43.515
1548158095,43.515
1548158110,43.461
1548158125,43.419
1548158140,43.419
1548158155,43.617
1548158170,43.737
1548158185,43.774
1548158200,43.857
1548158216,43.867
1548158231,43.867
1548158246,43.867
1548158261,43.889
1548158276,43.900
1548158291,43.900
1548158306,43.900
1548158321,44.003
1548158336,44.019
1548158351,44.003
1548158366,44.019
1548158381,43.918
1548158396,43.639
1548158411,43.639
1548158427,43.644
1548158442,43.644
1548158457,43.514
1548158472,43.467
1548158487,43.213
1548158502,42.968
1548158517,42.968
1548158532,42.904
1548158547,43.071
1548158562,43.250
1548158577,43.356
1548158592,43.356
1548158608,43.310
1548158623,43.310
1548158638,43.724
1548158653,43.754
1548158668,43.797
1548158683,43.851
1548158698,43.928
1548158713,43.928
1548158728,43.789
1548158743,43.757
1548158758,43.485
1548158773,43.485
1548158788,43.485
1548158804,43.435
1548158819,42.926
1548158834,42.926
1548158849,42.979
1548158864,43.075
1548158879,43.156
1548158894,43.222
1548158909,43.222
1548158924,43.242
1548158939,43.242
1548158954,43.019
1548158969,42.937
1548158984,42.844
1548159000,42.789
1548159015,42.779
1548159030,42.779
1548159045,42.779
1548159060,42.686
1548159075,42.676
1548159090,42.410
1548159105,42.389
1548159120,42.343
1548159135,42.282
1548159150,42.239
1548159165,42.053
1548159181,42.017
1548159196,42.017
1548159211,42.071
1548159226,42.232
1548159241,42.407
1548159256,42.407
1548159271,42.196
1548159286,42.196
1548159301,42.453
1548159316,42.453
1548159331,42.406
1548159346,42.189
1548159361,42.169
1548159377,42.103
1548159392,42.103
1548159407,42.400
1548159422,42.400
1548159437,42.286
1548159452,42.151
1548159467,42.151
1548159482,41.992
1548159497,41.992
1548159512,42.110
1548159527,42.192
1548159542,42.347
1548159558,42.261
1548159573,42.404
1548159588,42.626
1548159603,42.750
1548159618,42.983
1548159633,43.156
1548159648,42.983
1548159663,42.849
1548159678,42.831
1548159693,42.697
1548159708,42.557
1548159723,42.557
1548159738,42.493
1548159754,42.493
1548159769,42.344
1548159784,42.338
1548159799,42.283
1548159814,42.117
1548159829,42.117
1548159844,42.310
1548159859,42.310
1548159874,42.260
1548159889,42.243
1548159904,42.243
1548159919,42.215
1548159934,42.114
1548159950,42.128
1548159965,42.114
1548159980,42.069
1548159995,42.054
1548160010,42.017
1548160025,42.018
1548160040,41.949
1548160055,42.018
1548160070,42.110
1548160085,42.110
1548160100,42.025
1548160115,42.025
1548160131,42.310
1548160146,42.318
1548160161,42.407
1548160176,42.407
1548160191,42.564
1548160206,42.564
1548160221,42.564
1548160236,42.653
1548160251,42.749
1548160266,42.761
1548160281,42.850
1548160296,42.850
1548160311,43.004
1548160327,43.211
1548160342,43.211
1548160357,43.343
1548160372,43.197
1548160387,43.343
1548160402,43.581
1548160417,43.582
1548160432,43.725
1548160447,43.725
1548160462,43.737
1548160477,43.894
1548160492,43.901
1548160507,43.919
1548160523,43.919
1548160538,43.774
1548160553,43.696
1548160568,43.771
1548160583,43.696
1548160598,43.651
1548160613,43.642
1548160628,43.642
1548160643,43.642
1548160658,43.717
1548160673,43.717
1548160688,43.629
1548160704,43.482
1548160719,43.461
1548160734,43.461
1548160749,43.461
1548160764,43.486
1548160779,43.486
1548160794,43.425
1548160809,43.312
1548160824,43.378
1548160839,43.343
1548160854,43.378
1548160869,43.399
1548160884,43.433
1548160900,43.399
1548160915,43.414
1548160930,43.414
1548160945,43.592
1548160960,43.668
1548160975,43.715
1548160990,43.715
1548161005,43.715
1548161020,43.732
1548161035,43.850
1548161050,43.793
1548161065,43.793
1548161081,43.760
1548161096,43.760
1548161111,43.760
1548161126,43.761
1548161141,43.814
1548161156,43.867
1548161171,43.919
1548161186,43.919
1548161201,44.181
1548161216,43.990
1548161231,44.028
1548161246,44.028
1548161261,44.028
1548161277,44.215
1548161292,44.099
1548161307,44.215
1548161322,44.119
1548161337,44.271
1548161352,44.271
1548161367,44.271
1548161382,44.214
1548161397,44.214
1548161412,44.322
1548161427,44.372
1548161442,44.551
1548161457,44.372
1548161473,44.344
1548161488,44.338
1548161503,44.328
1548161518,44.193
1548161533,44.172
1548161548,44.172
1548161563,44.128
1548161578,44.103
1548161593,44.040
1548161608,44.103
1548161623,43.978
1548161638,44.114
1548161654,43.965
1548161669,43.965
1548161684,43.944
1548161699,43.774
1548161714,43.856
1548161729,43.707
1548161744,43.517
1548161759,43.517
1548161774,43.525
1548161789,43.525
1548161804,43.467
1548161819,43.349
1548161834,43.144
1548161849,43.124
1548161865,43.110
1548161880,43.007
1548161895,42.932
1548161910,42.915
1548161925,42.894
1548161940,42.893
1548161955,42.719
1548161970,42.893
1548161985,42.818
1548162000,42.899
1548162015,42.818
1548162030,42.650
1548162046,42.569
1548162061,42.347
1548162076,42.335
1548162091,42.335
1548162106,42.051
1548162121,42.051
1548162136,42.051
1548162151,42.144
1548162166,42.144
1548162181,42.144
1548162196,42.214
1548162211,42.386
1548162226,42.386
1548162242,42.472
1548162257,42.367
1548162272,42.310
1548162287,42.296
1548162302,42.275
1548162317,42.192
1548162332,42.167
1548162347,42.010
1548162362,41.990
1548162377,41.986
1548162392,41.986
1548162407,41.969
1548162422,41.969
1548162438,41.778
1548162453,41.778
1548162468,41.778
1548162483,41.787
1548162498,41.686
1548162513,41.539
1548162528,41.406
1548162543,41.361
1548162558,41.331
1548162573,41.162
1548162588,41.068
1548162603,41.049
1548162619,40.978
1548162634,40.953
1548162649,40.978
1548162664,40.894
1548162679,40.894
1548162694,40.822
1548162709,40.753
1548162724,40.753
1548162739,40.814
1548162754,40.867
1548162769,40.947
1548162784,40.947
1548162799,40.850
1548162815,40.589
1548162830,40.578
1548162845,40.567
1548162860,40.567
1548162875,40.567
1548162890,40.281
1548162905,40.263
1548162920,40.232
1548162935,40.167
1548162950,40.081
1548162965,40.060
1548162980,40.081
1548162996,40.200
1548163011,40.233
1548163026,40.200
1548163041,39.779
1548163056,39.779
1548163071,39.917
1548163086,39.917
1548163101,39.665
1548163116,39.626
1548163131,39.665
1548163146,39.626
1548163161,39.749
1548163176,39.639
1548163192,39.639
1548163207,39.511
1548163222,39.511
1548163237,39.511
1548163252,39.346
1548163267,39.339
1548163282,39.339
1548163297,39.351
1548163312,39.351
1548163327,39.167
1548163342,39.110
1548163357,39.043
1548163372,38.972
1548163388,38.936
1548163403,38.911
1548163418,38.906
1548163433,38.792
1548163448,38.647
1548163463,38.539
1548163478,38.542
1548163493,38.540
1548163508,38.542
1548163523,38.540
1548163538,38.456
1548163553,38.422
1548163569,38.422
1548163584,38.244
1548163599,38.267
1548163614,38.267
1548163629,38.267
1548163644,38.265
1548163659,38.236
1548163674,38.236
1548163689,38.215
1548163704,38.135
1548163719,38.075
1548163734,38.001
1548163749,37.979
1548163765,38.001
1548163780,37.903
1548163795,37.903
1548163810,37.844
1548163825,37.844
1548163840,37.972
1548163855,37.992
1548163870,37.992
1548163885,38.106
1548163900,38.106
1548163915,38.142
1548163930,38.101
1548163945,37.996
1548163961,37.996
1548163976,38.412
1548163991,38.412
1548164006,38.412
1548164021,38.265
1548164036,38.364
1548164051,38.364
1548164066,38.406
1548164081,38.496
1548164096,38.472
1548164111,38.493
1548164126,38.493
1548164142,38.564
1548164157,38.564
1548164172,38.485
1548164187,38.453
1548164202,38.450
1548164217,38.450
1548164232,38.451
1548164247,38.451
1548164262,38.311
1548164277,38.311
1548164292,38.572
1548164307,38.578
1548164322,38.572
1548164338,38.578
1548164353,38.818
1548164368,38.867
1548164383,39.175
1548164398,39.175
1548164413,38.890
1548164428,38.890
1548164443,39.126
1548164458,39.201
1548164473,39.260
1548164488,39.260
1548164503,39.246
1548164519,39.246
1548164534,39.193
1548164549,39.249
1548164564,39.249
1548164579,39.276
1548164594,39.576
1548164609,39.367
1548164624,39.576
1548164639,39.679
1548164654,39.744
1548164669,39.806
1548164684,39.811
1548164699,39.806
1548164715,39.697
1548164730,39.697
1548164745,39.575
1548164760,39.690
1548164775,39.690
1548164790,39.690
1548164805,39.799
1548164820,39.550
1548164835,39.296
1548164850,39.193
1548164865,39.193
1548164880,39.197
1548164895,39.236
1548164911,39.236
1548164926,39.236
1548164941,39.211
1548164956,39.236
1548164971,39.236
1548164986,39.247
1548165001,39.365
1548165016,39.365
1548165031,39.458
1548165046,39.319
1548165061,39.319
1548165076,39.296
1548165092,39.167
1548165107,39.167
1548165122,39.157
1548165137,39.157
1548165152,38.982
1548165167,38.947
1548165182,38.858
1548165197,38.714
1548165212,38.714
1548165227,38.778
1548165242,38.778
1548165257,38.503
1548165272,38.503
1548165288,38.442
1548165303,38.524
1548165318,38.481
1548165333,38.524
1548165348,38.560
1548165363,38.560
1548165378,38.618
1548165393,38.694
1548165408,38.701
1548165423,38.867
1548165438,38.921
1548165453,38.921
1548165468,38.990
1548165484,39.169
1548165499,39.307
1548165514,39.307
1548165529,39.300
1548165544,39.300
1548165559,39.300
1548165574,39.119
1548165589,39.119
1548165604,39.118
1548165619,39.201
1548165634,39.068
1548165649,39.107
1548165664,39.107
1548165680,39.221
1548165695,39.221
1548165710,38.883
1548165725,38.622
1548165740,38.622
1548165755,38.647
1548165770,38.647
1548165785,38.647
1548165800,38.628
1548165815,38.628
1548165830,38.586
1548165845,38.586
1548165860,38.614
1548165876,38.614
1548165891,38.483
1548165906,38.478
1548165921,38.446
1548165936,38.446
1548165951,38.446
1548165966,38.540
1548165981,38.653
1548165996,38.931
1548166011,38.931
1548166026,38.931
1548166041,38.765
1548166057,38.843
1548166072,38.719
1548166087,38.719
1548166102,38.554
1548166117,38.439
1548166132,38.265
1548166147,38.192
1548166162,38.090
1548166177,38.079
1548166192,38.068
1548166207,38.050
1548166222,38.032
1548166237,38.014
1548166253,38.032
1548166268,38.053
1548166283,38.053
1548166298,37.758
1548166313,37.711
1548166328,37.632
1548166343,37.568
1548166358,37.568
1548166373,37.650
1548166388,37.650
1548166403,37.594
1548166418,37.531
1548166433,37.531
1548166449,37.521
1548166464,37.494
1548166479,37.494
1548166494,37.565
1548166509,37.593
1548166524,37.565
1548166539,37.593
1548166554,37.618
1548166569,37.689
1548166584,37.689
1548166599,37.675
1548166614,37.528
1548166630,37.390
1548166645,37.390
1548166660,37.346
1548166675,37.346
1548166690,37.229
1548166705,36.985
1548166720,36.985
1548166735,36.943
1548166750,36.956
1548166765,36.883
1548166780,36.956
1548166795,36.910
1548166810,36.910
1548166826,36.874
1548166841,36.796
1548166856,36.790
1548166871,36.790
1548166886,36.969
1548166901,36.969
1548166916,36.907
1548166931,36.774
1548166946,36.774
1548166961,36.808
1548166976,36.808
1548166991,36.775
1548167007,36.742
1548167022,36.679
1548167037,36.667
1548167052,36.572
1548167067,36.572
1548167082,36.496
1548167097,36.743
1548167112,36.743
1548167127,36.743
1548167142,36.753
1548167157,36.982
1548167172,37.196
1548167187,37.260
1548167203,37.525
1548167218,37.575
1548167233,37.790
1548167248,38.044
1548167263,38.300
1548167278,38.304
1548167293,38.300
1548167308,38.304
1548167323,38.572
1548167338,38.622
1548167353,38.760
1548167368,38.814
1548167383,38.910
1548167399,38.943
1548167414,39.257
1548167429,39.289
1548167444,39.299
1548167459,39.289
1548167474,39.350
1548167489,39.333
1548167504,39.356
1548167519,39.781
1548167534,40.026
1548167549,40.035
1548167564,40.076
1548167580,40.076
1548167595,40.104
1548167610,40.381
1548167625,40.389
1548167640,40.564
1548167655,40.672
1548167670,40.686
1548167685,40.769
1548167700,40.832
1548167715,40.931
1548167730,40.931
1548167745,41.125
1548167760,41.125
1548167776,41.154
1548167791,41.144
1548167806,41.285
1548167821,41.285
1548167836,41.285
1548167851,41.306
1548167866,41.478
1548167881,41.568
1548167896,41.621
1548167911,41.689
1548167926,41.742
1548167941,41.957
1548167956,42.024
1548167972,42.089
1548167987,42.229
1548168002,42.229
1548168017,42.258
1548168032,42.258
1548168047,42.558
1548168062,42.562
1548168077,42.562
1548168092,42.681
1548168107,42.557
1548168122,42.683
1548168137,42.643
1548168153,42.794
1548168168,42.756
1548168183,42.776
1548168198,42.776
1548168213,42.890
1548168228,42.890
1548168243,42.881
1548168258,42.881
1548168273,42.886
1548168288,42.912
1548168303,42.886
1548168318,42.818
1548168333,42.818
1548168349,42.953
1548168364,43.076
1548168379,43.129
1548168394,43.386
1548168409,43.400
1548168424,43.631
1548168439,43.661
1548168454,43.631
1548168469,43.661
1548168484,43.606
1548168499,43.660
1548168514,43.660
1548168530,43.660
1548168545,43.660
1548168560,43.660
1548168575,43.694
1548168590,43.694
1548168605,43.539
1548168620,43.524
1548168635,43.524
1548168650,43.504
1548168665,43.546
1548168680,43.435
1548168695,43.356
1548168710,43.356
1548168726,43.358
1548168741,43.364
1548168756,43.514
1548168771,43.687
1548168786,43.687
1548168801,43.428
1548168816,43.428
1548168831,43.457
1548168846,43.489
1548168861,43.511
1548168876,43.564
1548168891,43.564
1548168906,43.307
1548168922,43.307
1548168937,43.276
1548168952,43.232
1548168967,43.179
1548168982,43.146
1548168997,43.069
1548169012,43.026
1548169027,42.997
1548169042,42.983
1548169057,42.968
1548169072,42.925
1548169087,42.900
1548169102,42.865
1548169118,42.846
1548169133,42.792
1548169148,42.726
1548169163,42.726
1548169178,42.686
1548169193,42.686
1548169208,42.757
1548169223,43.290
1548169238,43.290
1548169253,43.236
1548169268,43.106
1548169283,43.044
1548169298,42.917
1548169314,42.828
1548169329,42.662
1548169344,42.651
1548169359,42.519
1548169374,42.257
1548169389,42.257
1548169404,42.257
1548169419,42.231
1548169434,42.179
1548169449,42.099
1548169464,41.925
1548169479,41.758
1548169494,41.694
1548169510,41.636
1548169525,41.667
1548169540,41.667
1548169555,41.667
1548169570,41.414
1548169585,41.414
1548169600,41.453
1548169615,41.453
1548169630,41.326
1548169645,41.326
1548169660,41.310
1548169675,41.153
1548169691,41.026
1548169706,41.026
1548169721,41.049
1548169736,41.049
1548169751,40.914
1548169766,40.797
1548169781,40.787
1548169796,40.719
1548169811,40.686
1548169826,40.686
1548169841,40.797
1548169856,40.797
1548169871,40.797
1548169887,40.893
1548169902,40.893
1548169917,40.911
1548169932,40.847
1548169947,40.847
1548169962,40.847
1548169977,40.744
1548169992,40.744
1548170007,40.611
1548170022,40.539
1548170037,40.611
1548170052,40.539
1548170067,40.501
1548170083,40.433
1548170098,40.399
1548170113,40.378
1548170128,40.221
1548170143,40.201
1548170158,40.040
1548170173,40.040
1548170188,40.040
1548170203,40.047
1548170218,40.024
1548170233,40.024
1548170248,39.871
1548170264,39.842
1548170279,39.815
1548170294,39.842
1548170309,39.815
1548170324,39.689
1548170339,39.689
1548170354,39.776
1548170369,39.776
1548170384,39.656
1548170399,39.376
1548170414,39.376
1548170429,39.474
1548170444,39.604
1548170460,39.474
1548170475,39.461
1548170490,39.389
1548170505,39.461
1548170520,39.586
1548170535,39.586
1548170550,39.506
1548170565,39.500
1548170580,39.347
1548170595,39.347
1548170610,39.333
1548170625,39.476
1548170641,39.333
1548170656,39.439
1548170671,39.439
1548170686,39.478
1548170701,39.478
1548170716,39.349
1548170731,39.349
1548170746,39.475
1548170761,39.475
1548170776,39.406
1548170791,39.406
1548170806,39.454
1548170821,39.457
1548170837,39.454
1548170852,39.471
1548170867,39.335
1548170882,39.335
1548170897,39.264
1548170912,39.264
1548170927,39.344
1548170942,39.454
1548170957,39.454
1548170972,39.535
1548170987,39.406
1548171002,39.417
1548171017,39.406
1548171033,39.331
1548171048,39.331
1548171063,39.331
1548171078,39.357
1548171093,39.358
1548171108,39.358
1548171123,39.358
1548171138,39.142
1548171153,39.142
1548171168,39.250
1548171183,39.264
1548171198,39.250
1548171214,39.276
1548171229,39.299
1548171244,39.299
1548171259,39.251
1548171274,39.251
1548171289,39.308
1548171304,39.308
1548171319,39.265
1548171334,39.265
1548171349,39.385
1548171364,39.385
1548171379,39.307
1548171394,39.307
1548171410,39.451
1548171425,39.451
1548171440,39.451
1548171455,39.588
1548171470,39.631
1548171485,39.676
1548171500,39.676
1548171515,39.536
1548171530,39.536
1548171545,39.536
1548171560,39.458
1548171575,39.421
1548171590,39.390
1548171606,39.356
1548171621,39.356
1548171636,39.325
1548171651,39.382
1548171666,39.419
1548171681,39.439
1548171696,39.583
1548171711,39.668
1548171726,39.668
1548171741,39.569
1548171756,39.569
1548171771,39.806
1548171787,39.894
1548171802,39.894
1548171817,39.713
1548171832,39.713
1548171847,39.736
1548171862,39.806
1548171877,39.806
1548171892,39.858
1548171907,39.957
1548171922,39.889
1548171937,39.918
1548171952,39.889
1548171967,39.875
1548171983,39.875
1548171998,39.992
1548172013,39.992
1548172028,39.900
1548172043,39.900
1548172058,39.900
1548172073,39.935
1548172088,39.935
1548172103,40.217
1548172118,40.243
1548172133,40.267
1548172148,40.319
1548172164,40.381
1548172179,40.381
1548172194,40.381
1548172209,40.399
1548172224,40.500
1548172239,40.431
1548172254,40.468
1548172269,40.468
1548172284,40.475
1548172299,40.475
1548172314,40.481
1548172329,40.610
1548172344,40.610
1548172360,40.572
1548172375,40.501
1548172390,40.451
1548172405,40.344
1548172420,40.344
1548172435,40.393
1548172450,40.444
1548172465,40.825
1548172480,40.856
1548172495,40.856
1548172510,40.911
1548172525,40.911
1548172540,40.831
1548172556,40.753
1548172571,40.753
1548172586,40.874
1548172601,40.917
1548172616,41.061
1548172631,41.061
1548172646,41.074
1548172661,41.271
1548172676,41.271
1548172691,41.271
1548172706,41.319
1548172721,41.319
1548172736,41.289
1548172752,41.211
1548172767,41.211
1548172782,41.211
1548172797,41.412
1548172812,41.325
1548172827,41.325
1548172842,41.325
1548172857,41.486
1548172872,41.486
1548172887,41.418
1548172902,41.418
1548172917,41.558
1548172932,41.683
1548172948,41.558
1548172963,41.508
1548172978,41.508
1548172993,41.615
1548173008,41.615
1548173023,41.483
1548173038,41.483
1548173053,41.489
1548173068,41.674
1548173083,41.849
1548173098,41.849
1548173113,41.849
1548173128,41.939
1548173144,41.939
1548173159,41.939
1548173174,41.797
1548173189,41.942
1548173204,41.833
1548173219,41.833
1548173234,41.667
1548173249,41.662
1548173264,41.561
1548173279,41.561
1548173294,41.561
1548173309,41.469
1548173325,41.181
1548173340,41.181
1548173355,41.181
1548173370,41.079
1548173385,40.943
1548173400,40.781
1548173415,40.781
1548173430,40.786
1548173445,40.786
1548173460,40.675
1548173475,40.535
1548173490,40.381
1548173505,40.365
1548173521,40.365
1548173536,40.564
1548173551,40.564
1548173566,40.513
1548173581,40.399
1548173596,40.399
1548173611,40.494
1548173626,40.578
1548173641,40.583
1548173656,40.714
1548173671,40.714
1548173686,40.929
1548173701,40.936
1548173717,41.039
1548173732,41.039
1548173747,40.972
1548173762,40.972
1548173777,41.186
1548173792,41.186
1548173807,41.196
1548173822,41.336
1548173837,41.410
1548173852,41.429
1548173867,41.429
1548173882,41.428
1548173898,41.418
1548173913,41.360
1548173928,41.360
1548173943,41.781
1548173958,42.110
1548173973,42.264
1548173988,42.579
1548174003,42.579
1548174018,42.579
1548174033,42.517
1548174048,42.651
1548174063,42.651
1548174078,42.661
1548174094,42.903
1548174109,42.958
1548174124,43.017
