Date/Time (UTC), Ultra-smoothed Differences
2017-02-24 06:47:50.89,0.26731
2017-02-24 06:48:05.57,0.27386
2017-02-24 06:48:20.22,0.27972
2017-02-24 06:48:34.89,0.28519
2017-02-24 06:48:49.55,0.30242
2017-02-24 06:49:04.21,0.31625
2017-02-24 06:49:18.86,0.31937
2017-02-24 06:49:33.54,0.32172
2017-02-24 06:49:48.19,0.3189
2017-02-24 06:50:02.84,0.32065
2017-02-24 06:50:17.52,0.31714
2017-02-24 06:50:32.17,0.31311
2017-02-24 06:50:46.85,0.30835
2017-02-24 06:51:01.50,0.30167
2017-02-24 06:51:16.16,0.30561
2017-02-24 06:51:30.81,0.3223
2017-02-24 06:51:45.49,0.34066
2017-02-24 06:52:00.14,0.35296
2017-02-24 06:52:14.82,0.36348
2017-02-24 06:52:29.46,0.36561
2017-02-24 06:52:44.13,0.36639
2017-02-24 06:52:58.79,0.35008
2017-02-24 06:53:13.44,0.33594
2017-02-24 06:53:28.10,0.30351
2017-02-24 06:53:42.77,0.27081
2017-02-24 06:53:57.43,0.23308
2017-02-24 06:54:12.08,0.19968
2017-02-24 06:54:26.76,0.1648
2017-02-24 06:54:41.41,0.12535
2017-02-24 06:54:56.07,0.087412
2017-02-24 06:55:10.74,0.043239
2017-02-24 06:55:25.40,-0.0084019
2017-02-24 06:55:40.05,-0.054369
2017-02-24 06:55:54.73,-0.084881
2017-02-24 06:56:09.38,-0.10293
2017-02-24 06:56:24.04,-0.1057
2017-02-24 06:56:38.71,-0.11762
2017-02-24 06:56:53.37,-0.10598
2017-02-24 06:57:08.02,-0.095194
2017-02-24 06:57:22.70,-0.0705
2017-02-24 06:57:37.35,-0.041712
2017-02-24 06:57:52.01,-0.0099219
2017-02-24 06:58:06.67,0.016407
2017-02-24 06:58:21.34,0.045358
2017-02-24 06:58:35.99,0.083362
2017-02-24 06:58:50.67,0.11891
2017-02-24 06:59:05.31,0.15399
2017-02-24 06:59:19.98,0.18371
2017-02-24 06:59:34.64,0.20144
2017-02-24 06:59:49.31,0.20555
2017-02-24 07:00:03.95,0.18867
2017-02-24 07:00:18.63,0.16133
2017-02-24 07:00:33.28,0.13591
2017-02-24 07:00:47.95,0.099225
2017-02-24 07:01:02.61,0.07145
2017-02-24 07:01:17.28,0.042703
2017-02-24 07:01:31.92,0.012931
